75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,85,85,85,85,85,85,85,85
75,75,75,75,75,75,75,40,0,0,0,0,0,0,0,0
75,75,75,75,75,75,76,0,0,0,0,0,0,0,0,0
75,75,75,75,75,75,76,0,0,31,31,31,31,31,31,31
75,75,75,75,75,75,76,0,0,31,31,31,31,31,31,31
75,75,75,75,75,75,76,0,0,31,31,31,31,31,31,31
75,75,75,75,75,75,76,0,0,31,31,31,31,31,31,31
