67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,61,61,61,61,61,61,61,61,61,61,61,61,67,67
67,67,61,61,61,61,61,61,61,61,61,61,61,61,67,67
67,67,61,61,61,61,61,61,61,61,61,61,61,61,67,67
67,67,61,61,61,61,61,61,61,61,61,61,61,61,67,67
67,67,61,61,61,61,61,61,61,61,61,61,61,61,67,67
67,67,61,61,61,61,61,61,61,61,61,61,61,61,67,67
67,67,61,61,61,61,61,61,61,61,61,61,61,61,67,67
67,67,77,77,77,77,77,61,61,77,77,77,77,77,67,67
67,67,67,67,67,67,67,61,61,67,67,67,67,67,67,67
